timestamp,model,repeat,test_id,category,pass,duration_s,status,tool_calls_seen,tool_calls_count,validator_details
2026-03-01T12:31:40,google/gemma-3-12b,2,reasoning_01_discount,reasoning,True,0.9118,ok,False,0,got=80.0 expected=80.0 diff=0.0 tol=1e-06
2026-03-01T12:31:40,google/gemma-3-12b,2,reasoning_02_split,reasoning,True,0.7108,ok,False,0,got=42.0 expected=42.0 diff=0.0 tol=1e-06
2026-03-01T12:31:41,google/gemma-3-12b,2,reasoning_03_syllogism,reasoning,True,0.9359,ok,False,0,ok
2026-03-01T12:31:55,google/gemma-3-12b,2,reasoning_04_two_numbers,reasoning,False,13.204,ok,False,0,"got=(1.0,11.0) expected=(7.0,4.0) tol=1e-06"
2026-03-01T12:32:06,google/gemma-3-12b,2,coding_01_median,coding,True,10.9407,ok,False,0,stdout=3 dur=0.069s expected=3
2026-03-01T12:32:11,google/gemma-3-12b,2,coding_02_palindrome,coding,True,5.6002,ok,False,0,stdout=True dur=0.090s expected=True
2026-03-01T12:32:19,google/gemma-3-12b,2,tooluse_01_calc,tooluse,True,7.9819,ok,True,1,got=162.0 expected=162 diff=0.0 tol=1e-06
2026-03-01T12:32:24,google/gemma-3-12b,2,tooluse_02_kv,tooluse,True,4.3678,ok,True,1,ok
2026-03-01T12:32:25,google/gemma-3-12b,3,reasoning_01_discount,reasoning,True,1.0054,ok,False,0,got=80.0 expected=80.0 diff=0.0 tol=1e-06
2026-03-01T12:32:25,google/gemma-3-12b,3,reasoning_02_split,reasoning,True,0.7162,ok,False,0,got=42.0 expected=42.0 diff=0.0 tol=1e-06
2026-03-01T12:32:26,google/gemma-3-12b,3,reasoning_03_syllogism,reasoning,True,0.8654,ok,False,0,ok
2026-03-01T12:32:36,google/gemma-3-12b,3,reasoning_04_two_numbers,reasoning,False,9.6021,ok,False,0,"got=(1.0,11.0) expected=(7.0,4.0) tol=1e-06"
2026-03-01T12:32:49,google/gemma-3-12b,3,coding_01_median,coding,False,12.6448,ok,False,0,stdout=3.0 dur=0.070s expected=3
2026-03-01T12:32:55,google/gemma-3-12b,3,coding_02_palindrome,coding,True,5.9362,ok,False,0,stdout=True dur=0.066s expected=True
2026-03-01T12:33:03,google/gemma-3-12b,3,tooluse_01_calc,tooluse,True,7.9745,ok,True,1,got=162.0 expected=162 diff=0.0 tol=1e-06
2026-03-01T12:33:06,google/gemma-3-12b,3,tooluse_02_kv,tooluse,True,3.5896,ok,True,1,ok
2026-03-01T12:33:17,mistralai/ministral-3-14b-reasoning,1,reasoning_01_discount,reasoning,True,0.8036,ok,False,0,got=80.0 expected=80.0 diff=0.0 tol=1e-06
2026-03-01T12:33:17,mistralai/ministral-3-14b-reasoning,1,reasoning_02_split,reasoning,True,0.547,ok,False,0,got=42.0 expected=42.0 diff=0.0 tol=1e-06
2026-03-01T12:33:18,mistralai/ministral-3-14b-reasoning,1,reasoning_03_syllogism,reasoning,True,0.6444,ok,False,0,ok
2026-03-01T12:33:31,mistralai/ministral-3-14b-reasoning,1,reasoning_04_two_numbers,reasoning,False,13.6214,ok,False,0,"got=(11.0,3.0) expected=(7.0,4.0) tol=1e-06"
2026-03-01T12:33:35,mistralai/ministral-3-14b-reasoning,1,coding_01_median,coding,True,3.8648,ok,False,0,stdout=3 dur=0.073s expected=3
2026-03-01T12:33:40,mistralai/ministral-3-14b-reasoning,1,coding_02_palindrome,coding,True,4.9612,ok,False,0,stdout=True dur=0.085s expected=True
2026-03-01T12:33:47,mistralai/ministral-3-14b-reasoning,1,tooluse_01_calc,tooluse,True,6.8732,ok,True,3,got=162.0 expected=162 diff=0.0 tol=1e-06
2026-03-01T12:33:51,mistralai/ministral-3-14b-reasoning,1,tooluse_02_kv,tooluse,True,4.2049,ok,True,1,ok
2026-03-01T12:33:52,mistralai/ministral-3-14b-reasoning,2,reasoning_01_discount,reasoning,True,0.3477,ok,False,0,got=80.0 expected=80.0 diff=0.0 tol=1e-06
2026-03-01T12:33:52,mistralai/ministral-3-14b-reasoning,2,reasoning_02_split,reasoning,True,0.3328,ok,False,0,got=42.0 expected=42.0 diff=0.0 tol=1e-06
2026-03-01T12:33:52,mistralai/ministral-3-14b-reasoning,2,reasoning_03_syllogism,reasoning,True,0.1755,ok,False,0,ok
2026-03-01T12:34:07,mistralai/ministral-3-14b-reasoning,2,reasoning_04_two_numbers,reasoning,False,14.6634,ok,False,0,"got=(11.0,3.0) expected=(7.0,4.0) tol=1e-06"
2026-03-01T12:34:11,mistralai/ministral-3-14b-reasoning,2,coding_01_median,coding,True,4.0069,ok,False,0,stdout=3 dur=0.064s expected=3
2026-03-01T12:34:16,mistralai/ministral-3-14b-reasoning,2,coding_02_palindrome,coding,True,4.5476,ok,False,0,stdout=True dur=0.091s expected=True
2026-03-01T12:34:20,mistralai/ministral-3-14b-reasoning,2,tooluse_01_calc,tooluse,True,4.8073,ok,True,3,got=162.0 expected=162 diff=0.0 tol=1e-06
2026-03-01T12:34:23,mistralai/ministral-3-14b-reasoning,2,tooluse_02_kv,tooluse,True,3.0324,ok,True,1,ok
2026-03-01T12:34:24,mistralai/ministral-3-14b-reasoning,3,reasoning_01_discount,reasoning,True,0.344,ok,False,0,got=80.0 expected=80.0 diff=0.0 tol=1e-06
2026-03-01T12:34:25,mistralai/ministral-3-14b-reasoning,3,reasoning_02_split,reasoning,True,0.8297,ok,False,0,got=42.0 expected=42.0 diff=0.0 tol=1e-06
2026-03-01T12:34:25,mistralai/ministral-3-14b-reasoning,3,reasoning_03_syllogism,reasoning,True,0.1856,ok,False,0,ok
2026-03-01T12:34:39,mistralai/ministral-3-14b-reasoning,3,reasoning_04_two_numbers,reasoning,False,14.3588,ok,False,0,"got=(1.0,11.0) expected=(7.0,4.0) tol=1e-06"
2026-03-01T12:34:43,mistralai/ministral-3-14b-reasoning,3,coding_01_median,coding,True,3.373,ok,False,0,stdout=3 dur=0.065s expected=3
2026-03-01T12:34:48,mistralai/ministral-3-14b-reasoning,3,coding_02_palindrome,coding,True,4.7931,ok,False,0,stdout=True dur=0.092s expected=True
2026-03-01T12:34:52,mistralai/ministral-3-14b-reasoning,3,tooluse_01_calc,tooluse,True,4.8107,ok,True,3,got=162.0 expected=162 diff=0.0 tol=1e-06
2026-03-01T12:34:55,mistralai/ministral-3-14b-reasoning,3,tooluse_02_kv,tooluse,True,3.041,ok,True,1,ok
2026-03-01T12:35:36,qwen/qwen3-8b,1,reasoning_01_discount,reasoning,False,33.2921,ok,False,0,got=25.0 expected=80.0 diff=55.0 tol=1e-06
2026-03-01T12:35:58,qwen/qwen3-8b,1,reasoning_02_split,reasoning,False,22.017,ok,False,0,got=14.0 expected=42.0 diff=28.0 tol=1e-06
2026-03-01T12:36:13,qwen/qwen3-8b,1,reasoning_03_syllogism,reasoning,True,15.1853,ok,False,0,ok
2026-03-01T12:36:35,qwen/qwen3-8b,1,reasoning_04_two_numbers,reasoning,False,22.1191,ok,False,0,"got=(1.0,11.0) expected=(7.0,4.0) tol=1e-06"
2026-03-01T12:37:03,qwen/qwen3-8b,1,coding_01_median,coding,True,27.847,ok,False,0,stdout=3 dur=0.077s expected=3
2026-03-01T12:37:37,qwen/qwen3-8b,1,coding_02_palindrome,coding,True,34.3375,ok,False,0,stdout=True dur=0.067s expected=True
2026-03-01T12:38:15,qwen/qwen3-8b,1,tooluse_01_calc,tooluse,False,37.1302,ok,True,1,got=17.0 expected=162 diff=145.0 tol=1e-06
2026-03-01T12:38:30,qwen/qwen3-8b,1,tooluse_02_kv,tooluse,True,14.9742,ok,True,1,ok
2026-03-01T12:39:03,qwen/qwen3-8b,2,reasoning_01_discount,reasoning,False,33.429,ok,False,0,got=25.0 expected=80.0 diff=55.0 tol=1e-06
2026-03-01T12:39:15,qwen/qwen3-8b,2,reasoning_02_split,reasoning,False,12.2479,ok,False,0,got=14.0 expected=42.0 diff=28.0 tol=1e-06
2026-03-01T12:39:35,qwen/qwen3-8b,2,reasoning_03_syllogism,reasoning,True,19.3443,ok,False,0,ok
2026-03-01T12:40:01,qwen/qwen3-8b,2,reasoning_04_two_numbers,reasoning,False,26.4971,ok,False,0,"got=(11.0,3.0) expected=(7.0,4.0) tol=1e-06"
2026-03-01T12:40:22,qwen/qwen3-8b,2,coding_01_median,coding,True,20.6834,ok,False,0,stdout=3 dur=0.069s expected=3
2026-03-01T12:41:02,qwen/qwen3-8b,2,coding_02_palindrome,coding,False,39.9982,ok,False,0,empty_code
2026-03-01T12:41:23,qwen/qwen3-8b,2,tooluse_01_calc,tooluse,False,21.5472,ok,True,1,got=17.0 expected=162 diff=145.0 tol=1e-06
2026-03-01T12:41:34,qwen/qwen3-8b,2,tooluse_02_kv,tooluse,True,11.133,ok,True,1,ok
2026-03-01T12:42:04,qwen/qwen3-8b,3,reasoning_01_discount,reasoning,False,29.2551,ok,False,0,got=75.0 expected=80.0 diff=5.0 tol=1e-06
2026-03-01T12:42:18,qwen/qwen3-8b,3,reasoning_02_split,reasoning,False,14.2596,ok,False,0,got=14.0 expected=42.0 diff=28.0 tol=1e-06
2026-03-01T12:42:34,qwen/qwen3-8b,3,reasoning_03_syllogism,reasoning,True,16.2102,ok,False,0,ok
2026-03-01T12:43:09,qwen/qwen3-8b,3,reasoning_04_two_numbers,reasoning,False,34.7214,ok,False,0,"got=(1.0,11.0) expected=(7.0,4.0) tol=1e-06"
2026-03-01T12:43:33,qwen/qwen3-8b,3,coding_01_median,coding,True,23.5258,ok,False,0,stdout=3 dur=0.073s expected=3
2026-03-01T12:43:35,qwen/qwen3-8b,3,coding_02_palindrome,coding,True,2.7619,ok,False,0,stdout=True dur=0.091s expected=True
2026-03-01T12:43:59,qwen/qwen3-8b,3,tooluse_01_calc,tooluse,False,23.7358,ok,True,1,got=17.0 expected=162 diff=145.0 tol=1e-06
2026-03-01T12:44:12,qwen/qwen3-8b,3,tooluse_02_kv,tooluse,True,13.0823,ok,True,1,ok
2026-03-01T12:44:23,qwen/qwen3-14b,1,reasoning_01_discount,reasoning,True,1.7135,ok,False,0,got=80.0 expected=80.0 diff=0.0 tol=1e-06
2026-03-01T12:44:43,qwen/qwen3-14b,1,reasoning_02_split,reasoning,True,19.7702,ok,False,0,got=42.0 expected=42.0 diff=0.0 tol=1e-06
2026-03-01T12:45:09,qwen/qwen3-14b,1,reasoning_03_syllogism,reasoning,True,25.6545,ok,False,0,ok
2026-03-01T12:45:35,qwen/qwen3-14b,1,reasoning_04_two_numbers,reasoning,True,26.3811,ok,False,0,"got=(7.0,4.0) expected=(7.0,4.0) tol=1e-06"
2026-03-01T12:45:40,qwen/qwen3-14b,1,coding_01_median,coding,True,4.6967,ok,False,0,stdout=3 dur=0.073s expected=3
2026-03-01T12:45:45,qwen/qwen3-14b,1,coding_02_palindrome,coding,True,5.1819,ok,False,0,stdout=True dur=0.094s expected=True
2026-03-01T12:46:43,qwen/qwen3-14b,1,tooluse_01_calc,tooluse,True,57.8403,ok,True,1,got=162.0 expected=162 diff=0.0 tol=1e-06
2026-03-01T12:47:04,qwen/qwen3-14b,1,tooluse_02_kv,tooluse,True,20.9091,ok,True,1,ok
2026-03-01T12:48:08,qwen/qwen3-14b,2,reasoning_01_discount,reasoning,True,64.1525,ok,False,0,got=80.0 expected=80.0 diff=0.0 tol=1e-06
2026-03-01T12:48:35,qwen/qwen3-14b,2,reasoning_02_split,reasoning,False,27.2332,ok,False,0,got=14.0 expected=42.0 diff=28.0 tol=1e-06
2026-03-01T12:48:57,qwen/qwen3-14b,2,reasoning_03_syllogism,reasoning,True,21.6371,ok,False,0,ok
2026-03-01T12:49:25,qwen/qwen3-14b,2,reasoning_04_two_numbers,reasoning,True,28.3195,ok,False,0,"got=(7.0,4.0) expected=(7.0,4.0) tol=1e-06"
2026-03-01T12:49:30,qwen/qwen3-14b,2,coding_01_median,coding,True,4.1729,ok,False,0,stdout=3 dur=0.069s expected=3
2026-03-01T12:49:34,qwen/qwen3-14b,2,coding_02_palindrome,coding,True,4.7658,ok,False,0,stdout=True dur=0.092s expected=True
2026-03-01T12:50:15,qwen/qwen3-14b,2,tooluse_01_calc,tooluse,True,40.8756,ok,True,1,got=162.0 expected=162 diff=0.0 tol=1e-06
2026-03-01T12:50:34,qwen/qwen3-14b,2,tooluse_02_kv,tooluse,True,19.1762,ok,True,1,ok
2026-03-01T12:51:15,qwen/qwen3-14b,3,reasoning_01_discount,reasoning,True,40.723,ok,False,0,got=80.0 expected=80.0 diff=0.0 tol=1e-06
2026-03-01T12:51:46,qwen/qwen3-14b,3,reasoning_02_split,reasoning,True,31.2515,ok,False,0,got=42.0 expected=42.0 diff=0.0 tol=1e-06
2026-03-01T12:52:19,qwen/qwen3-14b,3,reasoning_03_syllogism,reasoning,True,32.9408,ok,False,0,ok
2026-03-01T12:52:47,qwen/qwen3-14b,3,reasoning_04_two_numbers,reasoning,True,27.7066,ok,False,0,"got=(7.0,4.0) expected=(7.0,4.0) tol=1e-06"
2026-03-01T12:52:51,qwen/qwen3-14b,3,coding_01_median,coding,True,3.7814,ok,False,0,stdout=3 dur=0.073s expected=3
2026-03-01T12:52:56,qwen/qwen3-14b,3,coding_02_palindrome,coding,True,4.6128,ok,False,0,stdout=True dur=0.090s expected=True
2026-03-01T12:53:33,qwen/qwen3-14b,3,tooluse_01_calc,tooluse,False,37.2517,ok,True,1,got=17.0 expected=162 diff=145.0 tol=1e-06
2026-03-01T12:53:55,qwen/qwen3-14b,3,tooluse_02_kv,tooluse,True,22.2117,ok,True,1,ok
2026-03-01T12:54:16,qwen/qwen3-4b-thinking-2507,1,reasoning_01_discount,reasoning,False,15.2931,ok,False,0,got=25.0 expected=80.0 diff=55.0 tol=1e-06
2026-03-01T12:54:24,qwen/qwen3-4b-thinking-2507,1,reasoning_02_split,reasoning,False,8.3953,ok,False,0,got=14.0 expected=42.0 diff=28.0 tol=1e-06
2026-03-01T12:54:37,qwen/qwen3-4b-thinking-2507,1,reasoning_03_syllogism,reasoning,True,12.6379,ok,False,0,ok
2026-03-01T12:54:51,qwen/qwen3-4b-thinking-2507,1,reasoning_04_two_numbers,reasoning,False,13.8849,ok,False,0,"got=(11.0,3.0) expected=(7.0,4.0) tol=1e-06"
2026-03-01T12:54:55,qwen/qwen3-4b-thinking-2507,1,coding_01_median,coding,True,4.7566,ok,False,0,stdout=3 dur=0.065s expected=3
2026-03-01T12:55:18,qwen/qwen3-4b-thinking-2507,1,coding_02_palindrome,coding,False,22.5609,ok,False,0,"nonzero_exit=1 stderr=File ""/var/folders/9l/75gc86x118924klg7v0zm1_h0000gn/T/tmpa0tske7h/solution.py"", line 1
    Okay, let's see. I need to implement a function is_pal(s) that checks if a string is a palindrome, ignoring case and non-letters. Then I have to call it on 'A man, a plan, a canal: Panama' and print the resul"
2026-03-01T12:55:41,qwen/qwen3-4b-thinking-2507,1,tooluse_01_calc,tooluse,True,23.4392,ok,True,1,got=162.0 expected=162 diff=0.0 tol=1e-06
2026-03-01T12:55:51,qwen/qwen3-4b-thinking-2507,1,tooluse_02_kv,tooluse,True,9.7429,ok,True,1,ok
2026-03-01T12:56:10,qwen/qwen3-4b-thinking-2507,2,reasoning_01_discount,reasoning,False,18.5677,ok,False,0,got=25.0 expected=80.0 diff=55.0 tol=1e-06
2026-03-01T12:56:21,qwen/qwen3-4b-thinking-2507,2,reasoning_02_split,reasoning,False,10.9728,ok,False,0,got=3.0 expected=42.0 diff=39.0 tol=1e-06
2026-03-01T12:56:44,qwen/qwen3-4b-thinking-2507,2,reasoning_03_syllogism,reasoning,True,22.9741,ok,False,0,ok
2026-03-01T12:57:00,qwen/qwen3-4b-thinking-2507,2,reasoning_04_two_numbers,reasoning,False,15.9596,ok,False,0,"got=(11.0,1.0) expected=(7.0,4.0) tol=1e-06"
2026-03-01T12:57:19,qwen/qwen3-4b-thinking-2507,2,coding_01_median,coding,True,18.7712,ok,False,0,stdout=3 dur=0.065s expected=3
2026-03-01T12:57:42,qwen/qwen3-4b-thinking-2507,2,coding_02_palindrome,coding,False,22.9382,ok,False,0,"nonzero_exit=1 stderr=File ""/var/folders/9l/75gc86x118924klg7v0zm1_h0000gn/T/tmpibyyxgok/solution.py"", line 1
    Okay, I need to implement a function called is_pal(s) that checks if a string is a palindrome when ignoring case and non-letters. Then, I have to call it on the string 'A man, a plan, a canal: Panama' and pri"
2026-03-01T12:58:07,qwen/qwen3-4b-thinking-2507,2,tooluse_01_calc,tooluse,True,25.8411,ok,True,1,got=162.0 expected=162 diff=0.0 tol=1e-06
2026-03-01T12:58:17,qwen/qwen3-4b-thinking-2507,2,tooluse_02_kv,tooluse,True,10.0426,ok,True,1,ok
2026-03-01T12:58:31,qwen/qwen3-4b-thinking-2507,3,reasoning_01_discount,reasoning,False,13.7168,ok,False,0,got=25.0 expected=80.0 diff=55.0 tol=1e-06
2026-03-01T12:58:43,qwen/qwen3-4b-thinking-2507,3,reasoning_02_split,reasoning,False,12.0319,ok,False,0,got=14.0 expected=42.0 diff=28.0 tol=1e-06
2026-03-01T12:59:06,qwen/qwen3-4b-thinking-2507,3,reasoning_03_syllogism,reasoning,True,22.93,ok,False,0,ok
2026-03-01T12:59:22,qwen/qwen3-4b-thinking-2507,3,reasoning_04_two_numbers,reasoning,False,16.3369,ok,False,0,"got=(11.0,1.0) expected=(7.0,4.0) tol=1e-06"
2026-03-01T12:59:30,qwen/qwen3-4b-thinking-2507,3,coding_01_median,coding,True,7.9033,ok,False,0,stdout=3 dur=0.068s expected=3
2026-03-01T12:59:53,qwen/qwen3-4b-thinking-2507,3,coding_02_palindrome,coding,False,22.9923,ok,False,0,"nonzero_exit=1 stderr=File ""/var/folders/9l/75gc86x118924klg7v0zm1_h0000gn/T/tmpng_ke1mi/solution.py"", line 1
    Okay, I need to implement a function called is_pal that checks if a string s is a palindrome, ignoring case and non-letters. Then call it on the string 'A man, a plan, a canal: Panama' and print the result.
 "
2026-03-01T13:00:09,qwen/qwen3-4b-thinking-2507,3,tooluse_01_calc,tooluse,True,15.5447,ok,True,1,got=162.0 expected=162 diff=0.0 tol=1e-06
2026-03-01T13:00:15,qwen/qwen3-4b-thinking-2507,3,tooluse_02_kv,tooluse,True,5.9926,ok,True,1,ok
2026-03-01T13:00:20,qwen2.5-coder-7b-instruct,1,reasoning_01_discount,reasoning,True,0.4272,ok,False,0,got=80.0 expected=80.0 diff=0.0 tol=1e-06
2026-03-01T13:00:20,qwen2.5-coder-7b-instruct,1,reasoning_02_split,reasoning,True,0.5364,ok,False,0,got=42.0 expected=42.0 diff=0.0 tol=1e-06
2026-03-01T13:00:21,qwen2.5-coder-7b-instruct,1,reasoning_03_syllogism,reasoning,True,0.3795,ok,False,0,ok
2026-03-01T13:00:30,qwen2.5-coder-7b-instruct,1,reasoning_04_two_numbers,reasoning,False,8.6542,ok,False,0,"got=(1.0,11.0) expected=(7.0,4.0) tol=1e-06"
2026-03-01T13:00:32,qwen2.5-coder-7b-instruct,1,coding_01_median,coding,True,2.3939,ok,False,0,stdout=3 dur=0.065s expected=3
2026-03-01T13:00:35,qwen2.5-coder-7b-instruct,1,coding_02_palindrome,coding,True,2.6608,ok,False,0,stdout=True dur=0.086s expected=True
2026-03-01T13:00:40,qwen2.5-coder-7b-instruct,1,tooluse_01_calc,tooluse,False,5.1145,ok,True,1,got=17.0 expected=162 diff=145.0 tol=1e-06
2026-03-01T13:00:42,qwen2.5-coder-7b-instruct,1,tooluse_02_kv,tooluse,True,2.2315,ok,True,1,ok
2026-03-01T13:00:42,qwen2.5-coder-7b-instruct,2,reasoning_01_discount,reasoning,True,0.2059,ok,False,0,got=80.0 expected=80.0 diff=0.0 tol=1e-06
2026-03-01T13:00:43,qwen2.5-coder-7b-instruct,2,reasoning_02_split,reasoning,True,0.428,ok,False,0,got=42.0 expected=42.0 diff=0.0 tol=1e-06
2026-03-01T13:00:43,qwen2.5-coder-7b-instruct,2,reasoning_03_syllogism,reasoning,True,0.1597,ok,False,0,ok
2026-03-01T13:00:52,qwen2.5-coder-7b-instruct,2,reasoning_04_two_numbers,reasoning,False,9.2038,ok,False,0,"got=(11.0,3.0) expected=(7.0,4.0) tol=1e-06"
2026-03-01T13:00:54,qwen2.5-coder-7b-instruct,2,coding_01_median,coding,True,2.1739,ok,False,0,stdout=3 dur=0.088s expected=3
2026-03-01T13:00:57,qwen2.5-coder-7b-instruct,2,coding_02_palindrome,coding,True,2.5143,ok,False,0,stdout=True dur=0.088s expected=True
2026-03-01T13:01:00,qwen2.5-coder-7b-instruct,2,tooluse_01_calc,tooluse,True,2.6899,ok,True,1,got=162.0 expected=162 diff=0.0 tol=1e-06
2026-03-01T13:01:02,qwen2.5-coder-7b-instruct,2,tooluse_02_kv,tooluse,True,2.2526,ok,True,1,ok
2026-03-01T13:01:02,qwen2.5-coder-7b-instruct,3,reasoning_01_discount,reasoning,True,0.2059,ok,False,0,got=80.0 expected=80.0 diff=0.0 tol=1e-06
2026-03-01T13:01:03,qwen2.5-coder-7b-instruct,3,reasoning_02_split,reasoning,True,0.4267,ok,False,0,got=42.0 expected=42.0 diff=0.0 tol=1e-06
2026-03-01T13:01:03,qwen2.5-coder-7b-instruct,3,reasoning_03_syllogism,reasoning,True,0.1595,ok,False,0,ok
2026-03-01T13:01:11,qwen2.5-coder-7b-instruct,3,reasoning_04_two_numbers,reasoning,False,8.7166,ok,False,0,"got=(11.0,3.0) expected=(7.0,4.0) tol=1e-06"
2026-03-01T13:01:14,qwen2.5-coder-7b-instruct,3,coding_01_median,coding,True,2.0362,ok,False,0,stdout=3 dur=0.067s expected=3
2026-03-01T13:01:16,qwen2.5-coder-7b-instruct,3,coding_02_palindrome,coding,True,2.6081,ok,False,0,stdout=True dur=0.088s expected=True
2026-03-01T13:01:19,qwen2.5-coder-7b-instruct,3,tooluse_01_calc,tooluse,True,2.9366,ok,True,1,got=162.0 expected=162 diff=0.0 tol=1e-06
2026-03-01T13:01:22,qwen2.5-coder-7b-instruct,3,tooluse_02_kv,tooluse,True,2.4087,ok,True,1,ok
2026-03-01T13:02:09,deepseek/deepseek-r1-0528-qwen3-8b,1,reasoning_01_discount,reasoning,False,41.6448,ok,False,0,no_number_found
2026-03-01T13:02:32,deepseek/deepseek-r1-0528-qwen3-8b,1,reasoning_02_split,reasoning,True,23.2806,ok,False,0,got=42.0 expected=42.0 diff=0.0 tol=1e-06
2026-03-01T13:03:07,deepseek/deepseek-r1-0528-qwen3-8b,1,reasoning_03_syllogism,reasoning,True,34.0231,ok,False,0,ok
